Title,Authors,Publication Name,Publication Year,DOI,Link
Trusted commonsense knowledge enhanced depression detection based on three-way decision,Chen J.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125671,https://api.elsevier.com/content/abstract/scopus_id/85209072967
Scheduling identical parallel machines involving flexible maintenance activities,Li C.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125722,https://api.elsevier.com/content/abstract/scopus_id/85209072179
Dynamic multi teacher knowledge distillation for semantic parsing in KBQA,Zou A.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125599,https://api.elsevier.com/content/abstract/scopus_id/85209066884
CoSEF-DBP: Convolution scope expanding fusion network for identifying DNA-binding proteins through bilingual representations,Zhang H.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125763,https://api.elsevier.com/content/abstract/scopus_id/85209062396
YOLO-ResTinyECG: ECG-based lightweight embedded AI arrhythmia small object detector with pruning methods,Xie Y.L.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125691,https://api.elsevier.com/content/abstract/scopus_id/85208994798
Prediction and reliability analysis of ultimate axial strength for outer circular CFRP-strengthened CFST columns with CTGAN and hybrid MFO-ET model,Tran V.L.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125704,https://api.elsevier.com/content/abstract/scopus_id/85208986929
Numerical computation of Cross nanofluid model using neural network and Adaptive Neuro-Fuzzy Inference system with statistical insights for enhanced flow optimization,Wang F.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125721,https://api.elsevier.com/content/abstract/scopus_id/85208980012
Enhancing cross-domain recommendations: Leveraging personality-based transfer learning with probabilistic matrix factorization,Acharyya S.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125667,https://api.elsevier.com/content/abstract/scopus_id/85208967782
Goal-driven long-term marine vessel trajectory prediction with a memory-enhanced network,Zhang X.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125715,https://api.elsevier.com/content/abstract/scopus_id/85208948204
Enhancing inertial sensor-based sports activity recognition through reduction of the signals and deep learning,Grzegorz P.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125693,https://api.elsevier.com/content/abstract/scopus_id/85208943883
AFDFusion: An adaptive frequency decoupling fusion network for multi-modality image,Wang C.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125694,https://api.elsevier.com/content/abstract/scopus_id/85208943493
Anticipating impression using textual sentiment based on ensemble LRD model,Karim A.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125717,https://api.elsevier.com/content/abstract/scopus_id/85208915346
External information enhancing topic model based on graph neural network,Song J.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125709,https://api.elsevier.com/content/abstract/scopus_id/85208768094
TSIDS: Spatial–temporal fusion gating Multilayer Perceptron for network intrusion detection,Fu J.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125687,https://api.elsevier.com/content/abstract/scopus_id/85208767181
Semantic layout-guided diffusion model for high-fidelity image synthesis in ‘The Thousand Li of Rivers and Mountains’,Yang R.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125645,https://api.elsevier.com/content/abstract/scopus_id/85208767009
Using cross-domain knowledge augmentation to explore comorbidity in electronic health records data,Zhang K.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125644,https://api.elsevier.com/content/abstract/scopus_id/85208766553
Exploring cluster-dependent isomorphism in multi-objective evolutionary optimization,Zheng W.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125684,https://api.elsevier.com/content/abstract/scopus_id/85208763689
LRMM: Low rank multi-scale multi-modal fusion for person re-identification based on RGB-NI-TI,Wu D.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125716,https://api.elsevier.com/content/abstract/scopus_id/85208687739
A unified Personalized Federated Learning framework ensuring Domain Generalization,Liu Y.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125700,https://api.elsevier.com/content/abstract/scopus_id/85208681888
Multilevel threshold segmentation of rice plant images utilizing tuna swarm optimization algorithm incorporating quadratic interpolation and elite swarm genetic operators,Wang W.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125673,https://api.elsevier.com/content/abstract/scopus_id/85208677434
Deep active learning framework for chest-abdominal CT scans segmentation,Rokach L.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125522,https://api.elsevier.com/content/abstract/scopus_id/85208666198
Machine learning for predicting used car resale prices using granular vehicle equipment information,Bergmann S.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125640,https://api.elsevier.com/content/abstract/scopus_id/85208664307
Negative sampling strategy based on multi-hop neighbors for graph representation learning,Zhang K.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125688,https://api.elsevier.com/content/abstract/scopus_id/85208661128
A framework to Prediction occupant injuries in rotated seating arrangements,Diederich A.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125698,https://api.elsevier.com/content/abstract/scopus_id/85208658604
A cost-minimized two-stage three-way dynamic consensus mechanism for social network-large scale group decision-making: Utilizing K-nearest neighbors for incomplete fuzzy preference relations,Zhan J.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125705,https://api.elsevier.com/content/abstract/scopus_id/85208655914
A day-ahead wind speed correction method: Enhancing wind speed forecasting accuracy using a strategy combining dynamic feature weighting with multi-source information and dynamic matching with improved similarity function,Yang M.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125724,https://api.elsevier.com/content/abstract/scopus_id/85208655221
A new parallel cooperative landscape smoothing algorithm and its applications on TSP and UBQP,Wang W.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125611,https://api.elsevier.com/content/abstract/scopus_id/85208655138
A stable soft sensor based on causal inference and graph convolutional network for batch processes,Wang J.,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125692,https://api.elsevier.com/content/abstract/scopus_id/85208655125
Identifying Distributed Denial of Service Attacks through Multi-Model Deep Learning Fusion and Combinatorial Analysis,Alfatemi A.,Journal of Network and Systems Management,2025-03-01,10.1007/s10922-024-09882-0,https://api.elsevier.com/content/abstract/scopus_id/85210322311
A bot identification model and tool based on GitHub activity sequences,Chidambaram N.,Journal of Systems and Software,2025-03-01,10.1016/j.jss.2024.112287,https://api.elsevier.com/content/abstract/scopus_id/85210315888
A neural network transformation based global optimization algorithm,Wu L.,Information Sciences,2025-03-01,10.1016/j.ins.2024.121693,https://api.elsevier.com/content/abstract/scopus_id/85210314964
Pyrolysis behavior of non-textile components (buttons) and their kinetic analysis using artificial neural network,Yousef S.,Journal of Analytical and Applied Pyrolysis,2025-03-01,10.1016/j.jaap.2024.106880,https://api.elsevier.com/content/abstract/scopus_id/85210314172
Machine learning for predicting industrial performance: Example of the dry matter content of emmental-type cheese,Perrignon M.,International Dairy Journal,2025-03-01,10.1016/j.idairyj.2024.106143,https://api.elsevier.com/content/abstract/scopus_id/85210312453
Impact of urban environments on FANET communication: A comparative study of propagation models,Gashaw H.,Ad Hoc Networks,2025-03-01,10.1016/j.adhoc.2024.103695,https://api.elsevier.com/content/abstract/scopus_id/85210309650
An Enriched Polyhedral-based Simulation for the Contact Modeling with Form Defects and Mechanical Loads,Restrepo García C.A.,CAD Computer Aided Design,2025-03-01,10.1016/j.cad.2024.103820,https://api.elsevier.com/content/abstract/scopus_id/85210309382
FuzzAGG: A fuzzing-driven attack graph generation framework for industrial robot systems,Liu X.,Computers and Security,2025-03-01,10.1016/j.cose.2024.104223,https://api.elsevier.com/content/abstract/scopus_id/85210307969
RECNN: Restoration and extraction of incomplete brillouin gain spectrum based on CNN framework combined with SVAE and attention mechanism,Shu H.,Optics Communications,2025-03-01,10.1016/j.optcom.2024.131351,https://api.elsevier.com/content/abstract/scopus_id/85210307889
Evolving corporate social responsibility practices and their impact on social conflict,Bian L.,Extractive Industries and Society,2025-03-01,10.1016/j.exis.2024.101580,https://api.elsevier.com/content/abstract/scopus_id/85210307821
Light source-free smartphone detection of salivary cortisol via colorimetric lateral flow immunoassay using a photoluminescent film,Choi C.W.,Biosensors and Bioelectronics,2025-03-01,10.1016/j.bios.2024.116971,https://api.elsevier.com/content/abstract/scopus_id/85210306430
Unraveling the atomic-scale pathways driving pressure-induced phase transitions in silicon,Rovaris F.,Materials Today Nano,2025-03-01,10.1016/j.mtnano.2024.100548,https://api.elsevier.com/content/abstract/scopus_id/85210306237
Linear and neural network models for predicting N-glycosylation in Chinese Hamster Ovary cells based on B4GALT levels,Seber P.,Computers and Chemical Engineering,2025-03-01,10.1016/j.compchemeng.2024.108937,https://api.elsevier.com/content/abstract/scopus_id/85210306187
Trust driven On-Demand scheme for client deployment in Federated Learning,Chahoud M.,Information Processing and Management,2025-03-01,10.1016/j.ipm.2024.103991,https://api.elsevier.com/content/abstract/scopus_id/85210304954
An accelerated Benders decomposition method for distributionally robust sustainable medical waste location and transportation problem,Quan Z.,Computers and Operations Research,2025-03-01,10.1016/j.cor.2024.106895,https://api.elsevier.com/content/abstract/scopus_id/85210301844
"Young learners’ motivation, self-regulation and performance in personalized learning",Kevin A.,Computers and Education,2025-03-01,10.1016/j.compedu.2024.105208,https://api.elsevier.com/content/abstract/scopus_id/85210299408
"Metaverse friends with social benefits: Effects of social identity on the intention to purchase virtual products through site attachment, user engagement, and public self-consciousness",Kim H.,Journal of Retailing and Consumer Services,2025-03-01,10.1016/j.jretconser.2024.104158,https://api.elsevier.com/content/abstract/scopus_id/85210298275
Antigen-independent single-cell circulating tumor cell detection using deep-learning-assisted biolasers,Wu W.,Biosensors and Bioelectronics,2025-03-01,10.1016/j.bios.2024.116984,https://api.elsevier.com/content/abstract/scopus_id/85210298127
A fault hierarchical propagation reliability improvement method for CNC machine tools based on spatiotemporal factors coupling,Yang C.,Reliability Engineering and System Safety,2025-03-01,10.1016/j.ress.2024.110672,https://api.elsevier.com/content/abstract/scopus_id/85210296653
Prediction of fatigue crack propagation behavior in elastic plastic region under block loading for type 316 steel via artificial neural network approach,He L.,International Journal of Fatigue,2025-03-01,10.1016/j.ijfatigue.2024.108725,https://api.elsevier.com/content/abstract/scopus_id/85210295526
Artificial intelligence (AI) technology in destination advertising: The impact of video-based destination anthropomorphism on destination image,Wang J.,Journal of Destination Marketing and Management,2025-03-01,10.1016/j.jdmm.2024.100966,https://api.elsevier.com/content/abstract/scopus_id/85210295278
